time,Max,Mean,Min,P_5,P_95
2013-06-01,36.20440000000001,32.29672957324519,24.53014373779297,28.805535221099852,34.84876500000001
2013-07-01,60.353790283203125,52.203783020428915,26.7392,49.112114999999996,57.13658046722412
2013-08-01,134.92442321777344,116.4577888760946,41.3277,102.232765,131.8200309753418
2013-09-01,183.56590270996094,164.4184581000352,84.7944,147.89274,182.06703262329103
2013-10-01,135.3090362548828,70.0364744254756,59.99877166748047,61.955735969543454,77.9983
2013-11-01,166.9364776611328,119.67630459175423,106.458251953125,107.86217765808105,132.04885
2013-12-01,244.6443634033203,145.44593295213656,128.68055725097656,132.22938842773436,159.2265
2014-01-01,290.9837341308594,248.0876350725376,238.19143676757812,239.72533645629883,257.1948
2014-02-01,492.53399658203125,452.9096617612763,220.2501983642578,417.07630000000006,490.022183227539
2014-03-01,320.4490661621094,310.42754014823134,274.993,301.9067,318.3490692138672
2014-04-01,260.49554443359375,241.28983237676846,234.674,238.6461,244.00871887207032
2014-05-01,131.9245,84.41181475795337,73.0958251953125,74.07588691711426,95.33182499999998
2014-06-01,71.20752716064453,64.15985231777283,45.87989999999998,60.067859999999996,68.9831932067871
2014-07-01,73.27467346191406,43.18385506339969,27.363800000000005,32.801595000000006,59.81476459503173
2014-08-01,66.97444915771484,51.66785346331093,33.016841888427734,43.199959945678714,57.540812492370605
2014-09-01,91.54010000000001,68.66499380735068,37.056888580322266,53.68496189117431,78.35924999999999
2014-10-01,130.68060302734375,107.21487587520942,79.18634796142578,93.87821807861329,115.95982729797363
2014-11-01,164.28567504882812,130.44455020049804,96.77847290039062,107.43554344177247,145.182615
2014-12-01,289.77716064453125,243.28142346250976,214.059,221.9555,275.4714752197265
2015-01-01,299.196,267.51818463804665,225.0537567138672,256.07469177246094,277.93696746826174
2015-02-01,306.4133605957031,273.01721852943,232.4207000732422,253.67470779418946,286.89970000000005
2015-03-01,274.233,237.77846362547837,210.0755157470703,228.3166,256.90385284423826
2015-04-01,262.64666748046875,206.2759810330524,182.0039825439453,192.5657,230.22895889282228
2015-05-01,115.80503845214844,99.07905949764096,70.77764129638672,85.50558280944824,107.08056999999997
2015-06-01,70.63507843017578,48.81350364922,30.164379119873047,39.181932258605954,54.46526999999999
2015-07-01,69.98339999999999,53.493688517308385,27.718509674072266,36.805764770507814,64.67036499999999
2015-08-01,92.6568,70.44510324448997,38.902687072753906,48.479597091674805,86.267215
2015-09-01,98.6238,80.20759525672477,47.71598434448242,64.30436706542969,90.44491
2015-10-01,186.4524688720703,135.5503206689106,102.01343536376953,124.43801040649413,149.71892776489258
2015-11-01,205.71446228027344,167.10503121154284,139.839,157.563265,185.9358673095703
2015-12-01,258.0759582519531,210.0198130143326,175.1614532470703,192.2827941894531,221.38783828125
2016-01-01,395.4635009765625,317.71076135105085,265.949,274.06615,369.59886779785154
2016-02-01,399.5550537109375,333.5656659213431,266.338,289.97965,384.05377807617185
2016-03-01,314.1472473144531,286.5246321081144,230.18882751464844,265.07318725585935,298.4291721069336
2016-04-01,247.06118774414062,206.32305475637537,173.407,195.44047784423827,226.64701156616212
2016-05-01,173.99517822265625,139.9205880443541,101.6663818359375,120.90271292846677,154.65584030151365
2016-06-01,96.91574096679688,65.20709936446522,16.116474151611328,27.185834312438963,94.54168999999996
2016-07-01,113.2084,87.46060919781195,53.6064453125,60.76858425140381,104.38815499999998
2016-08-01,138.60316467285156,109.73632277539274,74.23082733154297,84.18285789489747,124.02573499999998
2016-09-01,194.8541259765625,167.54628060307684,139.61190795898438,156.51262359619142,178.3822540283203
2016-10-01,213.99610900878906,192.17552492650987,144.04917907714844,175.9735397338867,202.5593
2016-11-01,267.07733154296875,224.82260613884654,195.573,204.88945,253.9774482727051
2016-12-01,320.1707763671875,266.480667890347,243.587,247.86464999999998,298.0437774658203
2017-01-01,331.8943176269531,281.01429543149385,244.735,250.7161,319.1774215698242
2017-02-01,317.59881591796875,261.21333839776247,230.272,237.1498,291.37672271728513
2017-03-01,332.3616027832031,288.9984407939135,256.615,261.12795,321.1074111938476
